id;type;acc.number;date;location;country;lat;lon;airporti.code;airport.name;injury.severity;aircraft.damage;aircraft.category;reg.number;make;model;amateur.built;engines.no;engine.type;far.description;schedule;flight.purpose;air.carrier;fatal;serious;minor;uninjured;weather.condition;broad.phase.of.flight;report.status;publication.date;remark;year;month;day;dow;coords
20181119x83401;accident;cen19fa030;11/18/2018;harmon, nd;united states;;;;n/a;fatal(3);destroyed;airplane;n441cx;cessna;441;no;2;turbo prop;part 91: general aviation;;positioning;;3;;;;vmc;other;preliminary;11/29/2018;;2018;11;18;7
20181117x94409;accident;era19fa048;11/17/2018;niceville, fl;united states;30.528056;-86.438889;fl17;ruckel;fatal(1);substantial;airplane;n232va;vans;rv-12;no;1;reciprocating;part 91: general aviation;;instructional;;1;1;;;vmc;takeoff;preliminary;11/29/2018;;2018;11;17;6
20181117x84920;accident;cen19fa028;11/17/2018;fredericksburg, tx;united states;30.275278;-98.900000;;;fatal(2);destroyed;airplane;n4132a;north american;p51;no;1;reciprocating;part 91: general aviation;;personal;;2;;;;vmc;;preliminary;11/27/2018;;2018;11;17;6
20181116x04602;accident;wpr19fa026;11/16/2018;overgaard, az;united states;34.405833;-110.524167;az82;mogollon airpark;fatal(2);substantial;airplane;n322jl;zenith;ch601;yes;1;reciprocating;part 91: general aviation;;personal;;2;;;;vmc;approach;preliminary;11/28/2018;;2018;11;16;5
20181116x63655;accident;era19fa047;11/16/2018;clanton, al;united states;32.822223;-86.459167;;n/a;fatal(2);substantial;helicopter;n510cp;bell;oh 58c;no;1;turbo shaft;part 91: general aviation;;positioning;;2;;;;vmc;maneuvering;preliminary;11/27/2018;;2018;11;16;5
20181115x30855;accident;wpr19fa025;11/15/2018;redding, ca;united states;40.526945;-122.283611;rdd;redding muni;fatal(2);substantial;airplane;n2629r;cessna;182;no;1;reciprocating;part 91: general aviation;;personal;;2;;;;imc;takeoff;preliminary;11/28/2018;;2018;11;15;4
20181110x83525;accident;wpr19fa022;11/09/2018;guthrie center, ia;united states;41.620278;-94.521945;gct;guthrie county rgnl;fatal(4);substantial;airplane;n91770;piper;pa28;no;;;part 91: general aviation;;personal;;4;;;;vmc;;preliminary;12/03/2018;;2018;11;09;5
20181109x90757;accident;era19fa039;11/09/2018;walton, ny;united states;42.076945;-75.214444;;n/a;fatal(1);destroyed;airplane;n5044j;cessna;310;no;2;reciprocating;part 91: general aviation;;personal;;1;;;;imc;;preliminary;11/21/2018;;2018;11;09;5
20181104x72439;accident;era19fa036;11/04/2018;louisa, va;united states;38.024445;-77.960556;lku;louisa county;fatal(1);substantial;airplane;n38fd;titan;tornado 1;yes;1;reciprocating;part 91: general aviation;;personal;;1;;;;vmc;approach;preliminary;11/09/2018;;2018;11;04;7
20181104x01658;accident;cen19fa024;11/04/2018;uvalde, tx;united states;29.368056;-99.923889;;n/a;fatal(3);destroyed;helicopter;n417wt;bell;206;no;;;part 91: general aviation;;personal;;3;;;;vmc;cruise;preliminary;11/13/2018;;2018;11;04;7
